epoch,loss,lr,val-loss,train-planningADE,train-planningFDE,train-predictionADE,train-predictionFDE,val-planningADE,val-planningFDE,val-predictionADE,val-predictionFDE
1,38.18080181545682,0.0004,37.31504101223416,4.814202767831308,9.92544553897999,4.974536189326534,7.319239501599912,4.665193160374959,9.707922864843297,4.945939258292869,7.316581531807229
2,37.16263742800112,0.0004,36.791908193517614,4.555558575524224,9.438517323246709,4.93828135949594,7.276689114394011,4.5873524789456965,9.555843459235298,4.919470517723648,7.299295619682029
3,36.8031396512632,0.0004,36.41749007613571,4.539014569035283,9.34933411633527,4.93987903771577,7.306722976543285,4.509231947086476,9.35450161827935,4.933384771700259,7.350370133364642
4,36.439610163370766,0.0004,36.10470771789551,4.6097353917581065,9.499874627148664,4.947802905683164,7.366476659421568,4.553030102341263,9.31409791663841,4.933013024153532,7.371486372417873
5,36.1787877259431,0.0004,35.990761862860786,4.54866858764931,9.264217482672798,4.958346269748829,7.397244859624792,4.4650578852053044,8.958751360575357,4.935801974049321,7.371367586983575
6,35.98969622011538,0.0004,35.632362083152486,4.535490874890928,9.231518462852195,4.9778514173295765,7.44498285540828,4.4542388474499734,9.141383135760272,4.943797195399249,7.304532051086426
7,35.641438236942996,0.0004,35.26746361343949,4.575941032833523,9.378783102388736,4.96479888315554,7.376056909561157,4.248625543382433,8.647125332443803,4.99699581110919,7.470264161074603
8,35.75085265548141,0.0004,35.466418230975115,4.377798124595925,8.856625910158511,4.9739147468849465,7.467979802025689,4.506859805848864,9.197786507783112,4.932959490352207,7.331273997271502
9,35.32045498600713,0.0004,34.88526584483959,4.471270923261289,9.07824221363774,4.977058905142325,7.487231192765413,4.40867676558318,9.15215211444431,5.032964821215029,7.5333286303061024
10,35.17410772818106,0.0004,34.630157753273295,4.551148202684191,9.249054096363208,4.993615044487847,7.486988200081719,4.3382082868505405,8.95397746121442,4.993318654872753,7.4474213035018355
11,34.80714140997993,0.00034,34.03827052646213,4.375110476105301,9.0125150680542,4.940100281326859,7.374598494282475,4.363514538164492,8.799085758350513,4.878390630086263,7.331314775678846
