epoch,loss,lr,val-loss,train-planningADE,train-planningFDE,train-predictionADE,train-predictionFDE,val-planningADE,val-planningFDE,val-predictionADE,val-predictionFDE
1,71.8186790712418,0.0004,66.4226812547253,3.3035003908218874,7.153839618928971,5.721396846155966,8.77606454972298,3.3112567163282827,7.3384539081204325,5.596235413705149,8.690766680625178
2,66.29386458858367,0.0004,65.03676765195785,3.2240341401869252,7.1616060964522825,5.608937655725787,8.632010629100185,3.178120413134175,7.147552244124874,5.576578078731414,8.71523085717232
3,65.51713008265341,0.0004,64.41311903922788,3.2976379971350394,7.297276558414582,5.621358233113443,8.71275677988606,3.1467751726027458,7.052046960399997,5.5766852594191025,8.60212395268102
4,64.69259717387538,0.0004,63.43447925198463,3.186239580954275,6.958856936424009,5.6136341248789146,8.638006541036791,3.131950932164346,6.825254424925773,5.574868978992585,8.665811431023382
5,63.824958185995776,0.0004,62.23785006615423,3.1927165100651402,6.999632066295993,5.625678008602511,8.696749679503903,3.218329502690223,7.043468259995984,5.6226860553987565,8.758696917564638
6,63.20946822627898,0.0004,62.08685401178175,3.2251269817352295,7.018929758379536,5.64723406299468,8.772695272199568,3.121063874613854,6.880689128752677,5.607548482956425,8.704000203840193
7,62.789314393074285,0.0004,61.38664947017546,3.090062745155827,6.8189563905039146,5.643171233515585,8.75037855486716,3.032558568062321,6.669053862171788,5.622133501114384,8.721172794218987
8,61.643722411124934,0.0004,59.56149242770287,3.073990806456535,6.754459119612171,5.655234482980544,8.746718821987029,3.062086247628735,6.827414497252433,5.651562875316989,8.835290347376178
9,61.149432151548325,0.0004,60.819019563736454,3.091138889712672,6.839764718086489,5.71416623361649,8.836767596583213,3.072732460114264,6.888790615143314,5.68337877335087,8.906217644291539
10,61.45674748574534,0.0004,59.79401926840505,3.0972643206196446,6.966038880809661,5.721362390825825,8.991618048760198,3.0574698948091075,6.933858110058692,5.693732238584949,8.997146052698936
11,60.42394084315146,0.00034,58.990994976412864,3.0779236862736363,6.820097131113852,5.709115728255241,9.026522990195982,3.0563002594055666,6.918691888932259,5.732571509576613,9.10909039743485
12,59.66354653143114,0.00034,57.52980041503906,3.035539642457039,6.8925943682270665,5.726334687202208,9.079441201302313,3.016415315289651,6.806494705138668,5.722025802058559,9.04483945908085
13,58.4675414792953,0.00034,56.86584214241274,3.067917408481721,6.813790252131801,5.776278757279919,9.109839001009542,2.8923670861028854,6.486793848776048,5.752721217370802,9.166619539260864
